Date,Ticker,TimeBarStart,OpenBarTime,OpenBidPrice,OpenBidSize,OpenAskPrice,OpenAskSize,FirstTradeTime,FirstTradePrice,FirstTradeSize,HighBidTime,HighBidPrice,HighBidSize,HighAskTime,HighAskPrice,HighAskSize,HighTradeTime,HighTradePrice,HighTradeSize,LowBidTime,LowBidPrice,LowBidSize,LowAskTime,LowAskPrice,LowAskSize,LowTradeTime,LowTradePrice,LowTradeSize,CloseBarTime,CloseBidPrice,CloseBidSize,CloseAskPrice,CloseAskSize,LastTradeTime,LastTradePrice,LastTradeSize,MinSpread,MaxSpread,CancelSize,VolumeWeightPrice,NBBOQuoteCount,TradeAtBid,TradeAtBidMid,TradeAtMid,TradeAtMidAsk,TradeAtAsk,TradeAtCrossOrLocked,Volume,TotalTrades,FinraVolume,FinraVolumeWeightPrice,UptickVolume,DowntickVolume,RepeatUptickVolume,RepeatDowntickVolume,UnknownTickVolume,TradeToMidVolWeight,TradeToMidVolWeightRelative,TimeWeightBid,TimeWeightAsk
20200130,AMZN,08:02,08:02:00.000000000,1854.40,100,1855.38,100,08:02:02.543171686,1855.38,1,08:02:00.000000000,1854.40,100,08:02:00.000000000,1855.38,100,08:02:02.543171686,1855.38,1,08:02:00.000000000,1854.40,100,08:02:00.000000000,1855.38,100,08:02:02.883637819,1855.23,3,08:02:59.999999999,1854.40,100,1855.38,100,08:02:15.505880317,1855.24,1,0.98,0.98,,1855.24333,0,0,0,0,9,1,0,9,5,1,1855.38,6,4,0,0,0,35.33333,0.36054,1854.40,1855.38
20200130,AMZN,08:03,08:03:00.000000000,1854.40,100,1855.38,100,08:03:17.264507329,1854.54,3,08:03:00.000000000,1854.40,100,08:03:00.000000000,1855.38,100,08:03:17.264507329,1854.54,3,08:03:02.202584383,1854.00,100,08:03:00.000000000,1855.38,100,08:03:24.959867119,1854.22,10,08:03:59.999999999,1854.00,100,1855.38,100,08:03:24.959867119,1854.22,10,0.98,1.38,,1854.43697,2,0,33,0,0,0,0,33,3,0,,0,33,0,0,0,-25.30303,-0.18336,1854.01468,1855.38
20200130,AMZN,08:04,08:04:00.000000000,1854.00,100,1855.38,100,08:04:36.287477894,1854.27,5,08:04:00.000000000,1854.00,100,08:04:00.000000000,1855.38,100,08:04:36.287477894,1854.27,5,08:04:00.000000000,1854.00,100,08:04:00.000000000,1855.38,100,08:04:40.528725382,1854.12,18,08:04:59.999999999,1854.00,100,1855.38,100,08:04:40.528725382,1854.12,18,1.38,1.38,,1854.15261,0,0,23,0,0,0,0,23,2,0,,5,18,0,0,0,-53.73913,-0.38941,1854.00,1855.38
20200130,AMZN,08:05,08:05:00.000000000,1854.00,100,1855.38,100,08:05:02.780254519,1854.27,1,08:05:00.000000000,1854.00,100,08:05:26.811724797,1856.00,100,08:05:38.920621374,1855.00,2,08:05:00.000000000,1854.00,100,08:05:26.810670510,1855.20,100,08:05:02.780254519,1854.27,1,08:05:59.999999999,1854.00,100,1856.00,200,08:05:38.921749886,1854.86,3,1.20,2.00,,1854.76111,4,0,4,2,5,0,0,9,4,2,1855.00,8,3,0,0,0,-3.22222,-0.01287,1854.00,1855.72294
20200130,AMZN,08:06,08:06:00.000000000,1854.00,100,1856.00,200,08:06:00.981588492,1854.27,1,08:06:00.000000000,1854.00,100,08:06:00.000000000,1856.00,200,08:06:58.106554828,1858.00,7,08:06:00.000000000,1854.00,100,08:06:02.441346824,1855.09,100,08:06:15.091695253,1854.04,1,08:06:59.999999999,1854.00,100,1855.50,100,08:06:58.106554828,1858.00,7,1.09,2.00,,1854.171,8,0,20,0,0,7,0,20,7,7,1858.00,7,9,0,11,0,-66.975,-0.38987,1854.00,1855.68054
20200130,AMZN,08:07,08:07:00.000000000,1854.00,100,1855.50,100,08:07:20.777480554,1854.69,10,08:07:45.984376800,1854.50,100,08:07:00.000000000,1855.50,100,08:07:43.034816009,1855.00,20,08:07:00.000000000,1854.00,100,08:07:00.000000000,1855.50,100,08:07:47.551006848,1854.50,1,08:07:59.999999999,1854.00,100,1855.50,100,08:07:57.704434621,1854.94,5,1.00,1.50,,1854.85678,4,0,31,0,87,0,0,118,11,0,,87,14,0,17,0,10.67797,0.07119,1854.01306,1855.50
20200130,AMZN,08:08,08:08:00.000000000,1854.00,100,1855.50,100,08:08:11.001737362,1854.80,3,08:08:00.000000000,1854.00,100,08:08:00.000000000,1855.50,100,08:08:11.001737362,1854.80,3,08:08:00.000000000,1854.00,100,08:08:45.309877259,1854.48,100,08:08:45.308565368,1854.00,5,08:08:59.999999999,1854.00,100,1854.48,100,08:08:45.308565368,1854.00,5,0.48,1.50,,1854.21498,10,5,378,20,5,0,0,408,16,0,,25,342,39,2,0,-27.60172,-0.32851,1854.00,1855.2502
20200130,AMZN,08:09,08:09:00.000000000,1854.00,100,1854.48,100,08:09:00.410034734,1854.48,60,08:09:00.000000000,1854.00,100,08:09:00.410033136,1855.50,100,08:09:00.410034734,1854.48,60,08:09:00.000000000,1854.00,100,08:09:00.000000000,1854.48,100,08:09:56.632696708,1854.00,70,08:09:59.999999999,1854.00,100,1854.48,100,08:09:56.632696868,1854.00,53,0.48,1.50,,1854.10628,4,123,159,0,0,0,0,282,8,0,,62,166,0,54,0,-24.2234,-0.42327,1854.00,1854.48
20200130,AMZN,08:10,08:10:00.000000000,1854.00,100,1854.48,100,08:10:04.740358872,1854.00,33,08:10:33.626715891,1854.21,100,08:10:00.000000000,1854.48,100,08:10:17.511808909,1854.48,25,08:10:50.112335951,1853.00,600,08:10:00.000000000,1854.48,100,08:10:50.112337105,1853.01,20,08:10:59.999999999,1853.00,600,1854.48,100,08:10:58.563103443,1853.84,1,0.27,1.48,,1853.97061,16,985,227,0,143,118,0,1448,46,25,1854.48,180,191,0,1102,0,-18.38881,-0.34757,1853.8327,1854.48
20200130,AMZN,08:11,08:11:00.000000000,1853.00,600,1854.48,100,08:11:04.649346155,1853.08,48,08:11:00.000000000,1853.00,600,08:11:04.799471791,1856.00,100,08:11:07.637409938,1853.84,1,08:11:09.852877014,1851.00,100,08:11:59.441186890,1852.00,200,08:11:40.100690116,1851.00,1,08:11:59.999999999,1851.00,100,1852.00,200,08:11:58.531330941,1851.32,50,0.81,4.00,,1852.52449,56,433,540,0,190,6,0,1140,37,29,1851.8531,216,468,0,485,0,-82.87807,-0.29634,1851.34135,1853.68288
20200130,AMZN,08:12,08:12:00.000000000,1851.00,100,1852.00,200,08:12:13.885545762,1852.00,7,08:12:00.000000000,1851.00,100,08:12:00.000000000,1852.00,200,08:12:13.885545762,1852.00,7,08:12:51.195855970,1850.10,100,08:12:00.000000000,1852.00,200,08:12:52.972076720,1851.00,9,08:12:59.999999999,1850.10,100,1852.00,100,08:12:56.107274037,1851.00,85,1.00,1.90,,1851.25356,10,0,94,0,12,36,0,135,9,7,1852.00,19,98,25,0,0,9.68889,0.10703,1850.7896,1852.00
20200130,AMZN,08:13,08:13:00.000000000,1850.10,100,1852.00,100,08:13:02.289858994,1851.02,1,08:13:26.652225176,1852.10,100,08:13:19.746512116,1853.50,100,08:13:58.397776169,1853.50,1,08:13:00.000000000,1850.10,100,08:13:00.000000000,1852.00,100,08:13:02.289858994,1851.02,1,08:13:59.999999999,1852.00,100,1853.50,100,08:13:59.553676630,1853.00,3,1.00,3.24,,1852.03398,30,0,78,0,8,101,0,186,7,1,1853.50,105,5,77,0,0,32.72581,0.2079,1851.53176,1853.00616
20200130,AMZN,08:14,08:14:00.000000000,1852.00,100,1853.50,100,08:14:02.413066974,1853.00,1,08:14:54.957441965,1854.00,100,08:14:48.326473589,1856.00,100,08:14:54.981388187,1854.00,1,08:14:00.000000000,1852.00,100,08:14:00.000000000,1853.50,100,08:14:36.694154437,1852.42,100,08:14:59.999999999,1852.56,100,1856.00,100,08:14:58.288163449,1854.00,81,1.50,3.44,,1853.29317,64,101,33,0,318,2,0,454,13,0,,121,228,100,5,0,-19.82379,-0.0736,1852.20938,1854.69191
20200130,AMZN,08:15,08:15:00.000000000,1852.56,100,1856.00,100,08:15:13.045264973,1855.00,15,08:15:20.593217992,1854.00,200,08:15:00.000000000,1856.00,100,08:15:13.045264973,1855.00,15,08:15:00.935211623,1852.01,100,08:15:13.047047591,1855.00,100,08:15:28.606859576,1852.10,2,08:15:59.999999999,1853.16,100,1855.00,100,08:15:40.102910699,1852.33,19,1.00,3.99,,1853.77538,20,4,100,0,117,4,0,223,10,2,1852.10,115,104,6,0,0,6.70179,0.04471,1852.46485,1855.21745
20200130,AMZN,08:16,08:16:00.000000000,1853.16,100,1855.00,100,08:16:04.799687967,1853.99,1,08:16:00.000000000,1853.16,100,08:16:00.000000000,1855.00,100,08:16:20.870797645,1855.00,1,08:16:19.962089328,1853.00,100,08:16:00.000000000,1855.00,100,08:16:04.799687967,1853.99,1,08:16:59.999999999,1853.00,100,1855.00,100,08:16:20.870797645,1855.00,1,1.84,2.00,,1854.198,2,0,4,0,0,1,0,5,3,0,,5,0,0,0,0,13.40,0.06413,1853.05323,1855.00
20200130,AMZN,08:17,08:17:00.000000000,1853.00,100,1855.00,100,08:17:19.434205240,1854.00,2,08:17:13.274523715,1853.50,100,08:17:15.239826736,1856.00,100,08:17:19.434205240,1854.00,2,08:17:33.437601099,1851.26,100,08:17:19.438121854,1853.00,100,08:17:48.901267526,1852.95,2,08:17:59.999999999,1853.00,100,1855.69,100,08:17:50.902022266,1853.00,25,0.90,3.90,,1853.05545,38,25,1232,0,26,0,0,1258,15,25,1853.00,21,285,884,93,0,-26.13434,-0.08274,1852.3653,1854.1002
20200130,AMZN,08:18,08:18:00.000000000,1853.00,100,1855.69,100,08:18:56.223061256,1854.00,10,08:18:00.000000000,1853.00,100,08:18:59.894920169,1856.00,100,08:18:56.223061256,1854.00,10,08:18:00.000000000,1853.00,100,08:18:00.000000000,1855.69,100,08:18:56.223061256,1854.00,10,08:18:59.999999999,1853.00,600,1856.00,100,08:18:56.223061256,1854.00,10,2.69,3.00,,1854.00,4,0,10,0,0,0,0,10,1,0,,10,0,0,0,0,-34.50,-0.12825,1853.00,1855.69054
20200130,AMZN,08:19,08:19:00.000000000,1853.00,600,1856.00,100,08:19:13.799292457,1854.99,5,08:19:55.710471232,1853.06,100,08:19:00.000000000,1856.00,100,08:19:13.799292457,1854.99,5,08:19:00.000000000,1853.00,600,08:19:03.200712557,1855.89,200,08:19:34.851042062,1853.07,10,08:19:59.999999999,1853.06,100,1855.89,200,08:19:34.851042062,1853.07,10,2.83,3.00,,1853.27538,4,0,13,0,5,0,0,13,3,5,1854.99,5,13,0,0,0,-116.96154,-0.40471,1853.00429,1855.89587
20200130,AMZN,08:20,08:20:00.000000000,1853.06,100,1855.89,200,08:20:50.310071672,1853.11,2,08:20:13.703670084,1853.11,100,08:20:00.000000000,1855.89,200,08:20:50.310071672,1853.11,2,08:20:00.000000000,1853.06,100,08:20:00.000000000,1855.89,200,08:20:50.310071672,1853.11,2,08:20:59.999999999,1853.06,100,1855.89,200,08:20:50.310071672,1853.11,2,2.78,2.83,,1853.11,8,2,0,0,0,0,0,2,1,0,,2,0,0,0,0,-139.00,-0.50,1853.09064,1855.89
20200130,AMZN,08:21,08:21:00.000000000,1853.06,100,1855.89,200,08:21:23.261573167,1854.48,4,08:21:32.379842772,1853.73,100,08:21:04.525486384,1856.00,900,08:21:45.875780654,1854.99,5,08:21:01.935804732,1853.00,600,08:21:00.000000000,1855.89,200,08:21:32.317797203,1854.35,7,08:21:59.999999999,1853.07,100,1855.89,300,08:21:45.875780654,1854.99,5,2.16,3.00,,1854.45019,14,0,36,0,21,0,0,52,7,5,1854.99,50,7,0,0,0,-5.51923,-0.02079,1853.03126,1855.92756
20200130,AMZN,08:22,08:22:00.000000000,1853.07,100,1855.89,300,08:22:18.442228440,1854.70,5,08:22:46.318862842,1854.00,500,08:22:00.000000000,1855.89,300,08:22:56.425057038,1855.00,3,08:22:37.550793072,1853.00,600,08:22:39.352810248,1854.78,100,08:22:22.802979911,1854.00,16,08:22:59.999999999,1854.00,500,1855.00,100,08:22:56.425057038,1855.00,3,1.00,2.82,,1854.09638,14,0,21,20,6,3,0,47,6,3,1855.00,9,41,0,0,0,-13.20213,-0.04725,1853.27183,1855.37265
20200130,AMZN,08:23,08:23:00.000000000,1854.00,500,1855.00,100,08:23:00.586594713,1854.63,3,08:23:29.580069617,1854.20,100,08:23:29.579974061,1856.00,1000,08:23:06.481128928,1855.00,1,08:23:00.000000000,1854.00,500,08:23:00.000000000,1855.00,100,08:23:10.424530627,1854.00,172,08:23:59.999999999,1854.01,100,1856.00,1000,08:23:33.940852472,1855.00,1,0.98,2.00,,1854.9541,24,172,40,46,58,84,0,227,14,173,1854.00578,98,177,125,0,0,24.33921,0.25488,1854.00793,1855.5013
20200130,AMZN,08:24,08:24:00.000000000,1854.01,100,1856.00,1000,08:24:03.325016496,1855.74,5,08:24:47.643035766,1856.24,100,08:24:48.799074474,1857.75,100,08:24:47.642909520,1857.00,100,08:24:00.000000000,1854.01,100,08:24:03.290972856,1855.98,200,08:24:13.560624167,1855.0001,800,08:24:59.999999999,1855.40,100,1857.75,100,08:24:55.827303298,1855.40,5,0.76,2.75,,1856.4611,46,5,886,50,198,318,0,652,20,805,1855.00258,306,807,344,0,0,54.92715,0.32741,1854.88938,1856.66796
20200130,AMZN,08:25,08:25:00.000000000,1855.40,100,1857.75,100,08:25:00.159368976,1857.00,3,08:25:12.929889036,1856.00,600,08:25:01.444186874,1857.98,100,08:25:47.263934561,1858.00,3238,08:25:00.159429522,1855.00,100,08:25:00.000000000,1857.75,100,08:25:43.256656234,1856.50,6,08:25:59.999999999,1856.00,600,1857.98,100,08:25:47.263934561,1858.00,3238,1.98,2.98,,1857.06462,6,0,6,0,149,3238,0,145,15,3248,1857.99972,3303,12,73,5,0,13.83793,0.05965,1855.78556,1857.97446
20200130,AMZN,08:26,08:26:00.000000000,1856.00,600,1857.98,100,08:26:19.845947999,1856.12,28,08:26:00.000000000,1856.00,600,08:26:00.000000000,1857.98,100,08:26:19.971956354,1857.52,2,08:26:00.000000000,1856.00,600,08:26:21.972109973,1857.48,100,08:26:19.845947999,1856.12,28,08:26:59.999999999,1856.00,600,1857.48,100,08:26:53.448881968,1857.00,28,1.48,1.98,,1856.59153,6,0,30,0,30,0,0,59,5,1,1856.50,30,29,0,1,0,-27.55932,-0.11883,1856.00,1857.6631
20200130,AMZN,08:27,08:27:00.000000000,1856.00,600,1857.48,100,08:27:05.274647351,1857.00,3,08:27:56.013068668,1856.62,100,08:27:56.013016398,1857.98,100,08:27:58.093147247,1857.68,15,08:27:00.000000000,1856.00,600,08:27:56.015249342,1857.38,100,08:27:56.014889470,1856.62,98,08:27:59.999999999,1856.25,100,1857.98,100,08:27:58.093147247,1857.68,15,0.82,1.73,,1857.09718,18,0,100,10,238,4,0,333,16,19,1856.92895,68,111,173,0,0,12.95045,0.0323,1856.11204,1857.5132
20200130,AMZN,08:28,08:28:00.000000000,1856.25,100,1857.98,100,08:28:30.310933166,1857.10,9,08:28:00.000000000,1856.25,100,08:28:00.000000000,1857.98,100,08:28:48.966946472,1857.70,1,08:28:00.000000000,1856.25,100,08:28:58.397706506,1857.56,100,08:28:58.397682040,1857.00,8,08:28:59.999999999,1856.25,100,1857.70,100,08:28:58.398062868,1857.00,10,1.31,1.73,,1857.04706,8,0,9,0,24,1,0,34,6,0,,1,17,0,16,0,5.76471,0.04247,1856.25,1857.89465
20200130,AMZN,08:29,08:29:00.000000000,1856.25,100,1857.70,100,08:29:30.764259421,1857.70,1,08:29:00.000000000,1856.25,100,08:29:00.000000000,1857.70,100,08:29:30.764259421,1857.70,1,08:29:00.000000000,1856.25,100,08:29:57.128777888,1856.90,100,08:29:57.128407750,1856.50,2,08:29:59.999999999,1856.25,100,1857.54,100,08:29:57.129047961,1856.50,10,0.65,1.45,,1856.65,6,0,24,0,11,1,0,34,7,2,1857.35,1,14,0,21,0,-17.44118,-0.15267,1856.25,1857.6684
20200130,AMZN,08:30,08:30:00.000000000,1856.25,100,1857.54,100,08:30:03.268035383,1856.25,9,08:30:00.000000000,1856.25,100,08:30:08.610974098,1857.70,100,08:30:09.538987192,1857.00,17,08:30:24.264070386,1855.00,100,08:30:24.271769049,1856.35,100,08:30:38.655303228,1855.93,1,08:30:59.999999999,1855.11,100,1856.94,100,08:30:58.762865566,1856.00,5,0.35,2.70,,1856.21517,30,139,254,0,160,8,0,561,19,0,,261,118,23,159,0,-20.31818,-0.18131,1855.51474,1856.9534
20200130,AMZN,08:31,08:31:00.000000000,1855.11,100,1856.94,100,08:31:03.483643480,1856.00,75,08:31:00.000000000,1855.11,100,08:31:00.000000000,1856.94,100,08:31:47.132535947,1856.03,2,08:31:02.018774266,1855.00,100,08:31:03.483781137,1856.80,300,08:31:14.113146297,1855.93,5,08:31:59.999999999,1855.00,100,1856.94,100,08:31:48.702602577,1856.00,10,1.80,1.94,,1855.9972,10,0,5,0,90,0,0,93,5,2,1856.03,2,15,3,75,0,2.72043,0.01402,1855.0037,1856.90939
20200130,AMZN,08:32,08:32:00.000000000,1855.00,100,1856.94,100,08:32:02.871056274,1855.26,75,08:32:57.176732804,1856.16,100,08:32:23.774564987,1857.70,100,08:32:29.439023614,1857.00,1,08:32:00.000000000,1855.00,100,08:32:19.790560503,1856.00,200,08:32:02.871079455,1855.00,1,08:32:59.999999999,1856.02,100,1857.64,100,08:32:58.520494835,1856.94,9,1.00,2.70,,1856.28236,44,142,204,0,498,75,0,889,30,30,1855.139,94,367,199,259,0,-4.41395,-0.03782,1855.05587,1857.05046
20200130,AMZN,08:33,08:33:00.000000000,1856.02,100,1857.64,100,08:33:00.442886421,1856.94,44,08:33:46.574036039,1857.54,100,08:33:46.573874407,1860.95,100,08:33:52.036621095,1859.54,20,08:33:05.066795220,1855.11,100,08:33:05.066712743,1856.87,100,08:33:05.066688649,1856.26,44,08:33:59.999999999,1857.15,100,1860.95,200,08:33:52.036892713,1859.49,20,0.60,3.80,,1857.61978,48,0,432,0,521,0,0,953,40,0,,376,274,283,20,0,-30.88353,-0.05573,1855.70709,1858.41198
20200130,AMZN,08:34,08:34:00.000000000,1857.15,100,1860.95,200,08:34:24.406579250,1857.31,20,08:34:30.139611269,1857.52,100,08:34:00.000000000,1860.95,200,08:34:30.139659309,1859.40,5,08:34:00.000000000,1857.15,100,08:34:50.128232321,1859.63,100,08:34:24.406579250,1857.31,20,08:34:59.999999999,1857.31,100,1860.50,100,08:34:50.128114391,1858.15,37,2.32,3.80,,1858.29881,20,20,37,0,5,0,0,42,3,20,1857.31,5,57,0,0,0,-43.03571,-0.16058,1857.27501,1860.88058
20200130,AMZN,08:35,08:35:00.000000000,1857.31,100,1860.50,100,08:35:26.598194700,1857.52,88,08:35:00.000000000,1857.31,100,08:35:00.000000000,1860.50,100,08:35:40.395516823,1858.78,1,08:35:43.505833370,1855.01,100,08:35:57.900791569,1858.00,100,08:35:32.041938547,1857.31,12,08:35:59.999999999,1855.02,100,1858.00,100,08:35:50.835993237,1857.74,8,2.13,4.43,,1857.75333,12,12,88,0,21,0,0,21,6,100,1857.4948,9,112,0,0,0,47.16667,0.11127,1856.67936,1859.58781
20200130,AMZN,08:36,08:36:00.000000000,1855.02,100,1858.00,100,08:36:01.805547444,1856.61,9,08:36:00.000000000,1855.02,100,08:36:00.000000000,1858.00,100,08:36:42.010279871,1858.00,15,08:36:00.000000000,1855.02,100,08:36:00.000000000,1858.00,100,08:36:01.805547444,1856.61,9,08:36:59.999999999,1855.02,100,1858.00,100,08:36:42.010279871,1858.00,15,2.98,2.98,,1856.61,0,0,0,0,9,15,0,9,2,15,1858.00,15,9,0,0,0,10.00,0.03356,1855.02,1858.00
20200130,AMZN,08:37,08:37:00.000000000,1855.02,100,1858.00,100,08:37:07.485326807,1857.00,8,08:37:00.000000000,1855.02,100,08:37:07.486777819,1859.00,100,08:37:07.485326807,1857.00,8,08:37:00.000000000,1855.02,100,08:37:12.169595695,1857.32,100,08:37:41.882894650,1855.07,10,08:37:59.999999999,1855.02,100,1858.00,100,08:37:57.197268784,1856.62,7,2.30,3.98,,1856.32419,14,0,14,10,19,0,0,43,8,0,,11,32,0,0,0,-23.23256,-0.07357,1855.02,1858.29849
20200130,AMZN,08:38,08:38:00.000000000,1855.02,100,1858.00,100,08:38:01.997949112,1856.62,5,08:38:30.073923545,1855.50,300,08:38:35.847211414,1859.00,100,08:38:18.396466039,1857.44,20,08:38:00.000000000,1855.02,100,08:38:35.846132394,1857.35,100,08:38:10.129626049,1855.89,3,08:38:59.999999999,1855.50,300,1858.04,100,08:38:59.558548373,1857.00,1,1.85,3.50,,1856.7663,10,0,16,0,60,0,0,46,10,30,1857.04,29,19,5,23,0,10.54348,0.04347,1855.25941,1858.19347
20200130,AMZN,08:39,08:39:00.000000000,1855.50,300,1858.04,100,08:39:20.209689021,1856.73,1,08:39:22.354421012,1855.66,100,08:39:00.000000000,1858.04,100,08:39:30.556886416,1856.98,1,08:39:00.000000000,1855.50,300,08:39:00.000000000,1858.04,100,08:39:20.209689021,1856.73,1,08:39:59.999999999,1855.66,100,1858.04,100,08:39:55.636933670,1856.73,13,2.38,2.54,,1856.73,2,0,14,0,1,0,0,14,3,1,1856.98,1,14,0,0,0,-11.42857,-0.04794,1855.60039,1858.04
20200130,AMZN,08:40,08:40:00.000000000,1855.66,100,1858.04,100,08:40:00.015797362,1856.00,10,08:40:45.699470347,1857.03,100,08:40:38.814283801,1859.00,100,08:40:30.558428060,1858.00,10,08:40:47.576787011,1855.50,300,08:40:38.664089176,1857.68,100,08:40:00.015797362,1856.00,10,08:40:59.999999999,1856.11,100,1859.00,100,08:40:53.778023260,1858.00,1,1.54,3.50,,1857.0638,22,0,394,10,270,0,0,510,25,164,1857.35878,203,302,149,20,0,10.42059,0.03194,1855.71042,1858.37807
20200130,AMZN,08:41,08:41:00.000000000,1856.11,100,1859.00,100,08:41:05.276123174,1858.00,1,08:41:27.711538543,1856.50,100,08:41:24.592020421,1860.00,100,08:41:43.846076646,1858.04,21,08:41:00.000000000,1856.11,100,08:41:35.604024787,1857.80,100,08:41:48.015695137,1856.55,5,08:41:59.999999999,1856.50,100,1859.11,100,08:41:58.074519372,1856.62,19,1.30,3.87,,1857.22062,18,0,103,0,52,0,0,130,14,25,1857.9296,49,100,1,5,0,-68.71538,-0.20472,1856.32453,1859.39896
20200130,AMZN,08:42,08:42:00.000000000,1856.50,100,1859.11,100,08:42:04.517090367,1856.51,5,08:42:00.000000000,1856.50,100,08:42:58.824981914,1860.00,100,08:42:21.708174034,1857.00,3,08:42:34.571086906,1855.50,300,08:42:34.573531634,1856.26,100,08:42:34.573818975,1855.50,13,08:42:59.999999999,1855.50,200,1860.00,100,08:42:58.826638230,1856.00,30,0.26,4.50,,1856.26475,44,60,462,0,195,0,0,713,31,4,1856.81498,211,377,43,86,0,-54.17602,-0.16398,1856.0762,1857.96023
20200130,AMZN,08:43,08:43:00.000000000,1855.50,200,1860.00,100,08:43:31.885871532,1855.62,14,08:43:00.000000000,1855.50,200,08:43:00.000000000,1860.00,100,08:43:31.885871532,1855.62,14,08:43:00.000000000,1855.50,200,08:43:48.485194181,1857.68,100,08:43:31.885871532,1855.62,14,08:43:59.999999999,1855.50,200,1857.68,100,08:43:43.241348326,1855.62,6,2.18,4.50,,1855.62,8,0,20,0,0,0,0,20,2,0,,0,14,0,6,0,-135.00,-0.45918,1855.50,1858.57946
20200130,AMZN,08:44,08:44:00.000000000,1855.50,200,1857.68,100,08:44:32.202986215,1857.44,40,08:44:00.000000000,1855.50,200,08:44:00.000000000,1857.68,100,08:44:32.203113668,1857.68,5,08:44:00.000000000,1855.50,200,08:44:00.000000000,1857.68,100,08:44:35.613929215,1855.57,1,08:44:59.999999999,1855.50,300,1857.68,100,08:44:35.613929215,1855.57,1,2.18,2.18,,1855.57,4,0,1,0,40,5,0,1,3,45,1857.46667,45,1,0,0,0,-102.00,-0.46789,1855.50,1857.68
20200130,AMZN,08:45,08:45:00.000000000,1855.50,300,1857.68,100,08:45:09.357775240,1856.50,1,08:45:40.523904566,1856.00,100,08:45:00.000000000,1857.68,100,08:45:36.261471926,1857.13,20,08:45:00.000000000,1855.50,300,08:45:55.243139072,1856.98,100,08:45:55.243110521,1856.40,2,08:45:59.999999999,1856.00,100,1857.68,100,08:45:55.243110521,1856.40,2,0.98,2.18,,1856.966,24,0,7,0,14,25,0,40,7,6,1857.025,35,2,9,0,0,59.55,0.3641,1855.6623,1857.45691
20200130,AMZN,08:46,08:46:00.000000000,1856.00,100,1857.68,100,08:46:50.411169957,1856.85,1,08:46:00.000000000,1856.00,100,08:46:00.000000000,1857.68,100,08:46:50.411169957,1856.85,1,08:46:00.000000000,1856.00,100,08:46:01.442678048,1857.26,100,08:46:50.411169957,1856.85,1,08:46:59.999999999,1856.00,100,1857.26,100,08:46:50.411169957,1856.85,1,1.26,1.68,,1856.85,6,0,0,0,1,0,0,1,1,0,,1,0,0,0,0,22.00,0.1746,1856.00,1857.27011
20200130,AMZN,08:47,08:47:00.000000000,1856.00,100,1857.26,100,08:47:08.855599189,1856.44,2,08:47:00.000000000,1856.00,100,08:47:09.005702641,1857.68,100,08:47:08.855599189,1856.44,2,08:47:08.856976342,1855.50,300,08:47:54.843898287,1857.00,100,08:47:36.253278070,1855.62,5,08:47:59.999999999,1855.50,300,1857.00,100,08:47:42.736423046,1855.87,1,1.09,2.18,,1855.98713,14,10,99,0,0,0,0,108,8,1,1855.87,1,18,0,90,0,-50.11111,-0.27093,1855.57381,1857.55809
20200130,AMZN,08:48,08:48:00.000000000,1855.50,300,1857.00,100,08:48:48.410382898,1856.00,5,08:48:00.000000000,1855.50,300,08:48:27.934155503,1857.68,100,08:48:48.410382898,1856.00,5,08:48:00.000000000,1855.50,300,08:48:28.015863885,1856.00,100,08:48:57.152587509,1855.5420,100,08:48:59.999999999,1855.50,300,1857.68,100,08:48:58.210455940,1856.00,20,0.50,2.18,,,10,0,120,0,0,5,0,0,3,125,1855.6336,25,100,0,0,0,,,1855.50,1856.54958
20200130,AMZN,08:49,08:49:00.000000000,1855.50,300,1857.68,100,08:49:03.565272092,1856.00,33,08:49:00.000000000,1855.50,300,08:49:14.291824284,1858.00,200,08:49:33.035586833,1856.62,10,08:49:00.000000000,1855.50,300,08:49:00.000000000,1857.68,100,08:49:34.427241801,1855.55,50,08:49:59.999999999,1855.50,200,1857.68,100,08:49:37.048010295,1856.59,1,2.18,2.50,,1855.76322,8,0,154,1,0,0,0,121,7,34,1856.01735,12,100,43,0,0,-92.72727,-0.38956,1855.50,1857.77767
20200130,AMZN,08:50,08:50:00.000000000,1855.50,200,1857.68,100,08:50:03.336723521,1856.8697,65,08:50:00.000000000,1855.50,200,08:50:00.000000000,1857.68,100,08:50:03.336723521,1856.8697,65,08:50:00.000000000,1855.50,200,08:50:00.000000000,1857.68,100,08:50:49.108194311,1856.59,1,08:50:59.999999999,1855.50,200,1857.68,100,08:50:49.108194311,1856.59,1,2.18,2.18,,,2,0,0,1,65,0,0,0,2,66,1856.86546,65,1,0,0,0,,,1855.50,1857.68
20200130,AMZN,08:51,08:51:00.000000000,1855.50,200,1857.68,100,08:51:15.710409208,1856.59,2,08:51:37.897168402,1856.00,100,08:51:47.965332554,1857.88,100,08:51:15.710409208,1856.59,2,08:51:00.000000000,1855.50,200,08:51:37.898988425,1856.47,100,08:51:16.835178227,1856.00,20,08:51:59.999999999,1855.50,300,1857.26,100,08:51:57.806470511,1856.00,42,0.47,2.38,,1856.00218,42,34,232,2,0,0,0,266,13,2,1856.59,1,78,0,189,0,-63.97932,-0.31216,1855.67157,1857.60372
