Date,Ticker,TimeBarStart,OpenBarTime,OpenBidPrice,OpenBidSize,OpenAskPrice,OpenAskSize,FirstTradeTime,FirstTradePrice,FirstTradeSize,HighBidTime,HighBidPrice,HighBidSize,HighAskTime,HighAskPrice,HighAskSize,HighTradeTime,HighTradePrice,HighTradeSize,LowBidTime,LowBidPrice,LowBidSize,LowAskTime,LowAskPrice,LowAskSize,LowTradeTime,LowTradePrice,LowTradeSize,CloseBarTime,CloseBidPrice,CloseBidSize,CloseAskPrice,CloseAskSize,LastTradeTime,LastTradePrice,LastTradeSize,MinSpread,MaxSpread,CancelSize,VolumeWeightPrice,NBBOQuoteCount,TradeAtBid,TradeAtBidMid,TradeAtMid,TradeAtMidAsk,TradeAtAsk,TradeAtCrossOrLocked,Volume,TotalTrades,FinraVolume,FinraVolumeWeightPrice,UptickVolume,DowntickVolume,RepeatUptickVolume,RepeatDowntickVolume,UnknownTickVolume,TradeToMidVolWeight,TradeToMidVolWeightRelative,TimeWeightBid,TimeWeightAsk
20200130,AMZN,04:33,04:33:00.000000000,1851.00,100,1865.00,100,,,,04:33:00.000000000,1851.00,100,04:33:00.000000000,1865.00,100,,,,04:33:43.637896351,1850.01,100,04:33:00.000000000,1865.00,100,,,,04:33:59.999999999,1850.01,100,1865.00,100,,,,14.00,14.99,,,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1850.73003,1865.00
20200130,AMZN,04:34,04:34:00.000000000,1850.01,100,1865.00,100,,,,04:34:00.000000000,1850.01,100,04:34:00.000000000,1865.00,100,,,,04:34:53.490743105,1849.60,100,04:34:00.000000000,1865.00,100,,,,04:34:59.999999999,1850.01,100,1865.00,100,,,,14.99,15.40,,,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1850.00998,1865.00
20200130,AMZN,04:35,04:35:00.000000000,1850.01,100,1865.00,100,,,,04:35:00.000000000,1850.01,100,04:35:00.000000000,1865.00,100,,,,04:35:00.000000000,1850.01,100,04:35:00.000000000,1865.00,100,,,,04:35:59.999999999,1850.01,100,1865.00,100,,,,14.99,14.99,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1850.01,1865.00
20200130,AMZN,04:36,04:36:00.000000000,1850.01,100,1865.00,100,,,,04:36:00.000000000,1850.01,100,04:36:00.000000000,1865.00,100,,,,04:36:00.000000000,1850.01,100,04:36:38.170553840,1863.54,100,,,,04:36:59.999999999,1850.01,100,1863.54,100,,,,13.53,14.99,,,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1850.01,1864.46882
20200130,AMZN,04:37,04:37:00.000000000,1850.01,100,1863.54,100,,,,04:37:00.000000000,1850.01,100,04:37:15.057885111,1863.70,100,,,,04:37:00.000000000,1850.01,100,04:37:13.786978384,1858.00,100,,,,04:37:59.999999999,1850.01,100,1863.69,100,,,,7.99,13.69,,,16,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1850.01,1863.47141
20200130,AMZN,04:38,04:38:00.000000000,1850.01,100,1863.69,100,,,,04:38:00.000000000,1850.01,100,04:38:00.000000000,1863.69,100,,,,04:38:00.000000000,1850.01,100,04:38:23.635037886,1857.00,100,,,,04:38:59.999999999,1850.01,100,1857.00,100,,,,6.99,13.68,,,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1850.01,1859.63531
20200130,AMZN,04:39,04:39:00.000000000,1850.01,100,1857.00,100,,,,04:39:00.000000000,1850.01,100,04:39:00.000000000,1857.00,100,,,,04:39:00.000000000,1850.01,100,04:39:00.000000000,1857.00,100,,,,04:39:59.999999999,1850.01,100,1857.00,100,,,,6.99,6.99,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1850.01,1857.00
20200130,AMZN,04:40,04:40:00.000000000,1850.01,100,1857.00,100,,,,04:40:00.000000000,1850.01,100,04:40:00.000000000,1857.00,100,,,,04:40:00.000000000,1850.01,100,04:40:00.000000000,1857.00,100,,,,04:40:59.999999999,1850.01,100,1857.00,100,,,,6.99,6.99,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1850.01,1857.00
20200130,AMZN,04:41,04:41:00.000000000,1850.01,100,1857.00,100,04:41:49.734878179,1851.66,17,04:41:00.000000000,1850.01,100,04:41:00.000000000,1857.00,100,04:41:49.734878179,1851.66,17,04:41:00.000000000,1850.01,100,04:41:11.369560847,1856.19,100,04:41:49.735264392,1851.23,15,04:41:59.999999999,1850.01,100,1856.19,100,04:41:49.735264392,1851.23,15,6.18,6.99,,1851.45844,2,0,32,0,0,0,0,32,2,0,,0,32,0,0,0,-164.15625,-0.26563,1850.01,1856.34349
20200130,AMZN,04:42,04:42:00.000000000,1850.01,100,1856.19,100,04:42:47.055548888,1855.10,7,04:42:00.000000000,1850.01,100,04:42:00.000000000,1856.19,100,04:42:47.055548888,1855.10,7,04:42:00.000000000,1850.01,100,04:42:00.000000000,1856.19,100,04:42:47.055548888,1855.10,7,04:42:59.999999999,1850.01,100,1856.19,100,04:42:47.055548888,1855.10,7,6.18,6.18,,1855.10,0,0,0,0,7,0,0,7,1,0,,7,0,0,0,0,200.00,0.32362,1850.01,1856.19
20200130,AMZN,04:43,04:43:00.000000000,1850.01,100,1856.19,100,04:43:56.187411861,1854.65,8,04:43:00.000000000,1850.01,100,04:43:00.000000000,1856.19,100,04:43:56.187411861,1854.65,8,04:43:00.000000000,1850.01,100,04:43:00.000000000,1856.19,100,04:43:56.187411861,1854.65,8,04:43:59.999999999,1850.01,100,1856.19,100,04:43:56.187411861,1854.65,8,6.18,6.18,,1854.65,0,0,0,0,8,0,0,8,1,0,,0,8,0,0,0,155.00,0.25081,1850.01,1856.19
20200130,AMZN,04:44,04:44:00.000000000,1850.01,100,1856.19,100,,,,04:44:00.000000000,1850.01,100,04:44:00.000000000,1856.19,100,,,,04:44:00.000000000,1850.01,100,04:44:00.000000000,1856.19,100,,,,04:44:59.999999999,1850.01,100,1856.19,100,,,,6.18,6.18,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1850.01,1856.19
20200130,AMZN,04:45,04:45:00.000000000,1850.01,100,1856.19,100,,,,04:45:00.000000000,1850.01,100,04:45:00.000000000,1856.19,100,,,,04:45:00.000000000,1850.01,100,04:45:00.000000000,1856.19,100,,,,04:45:59.999999999,1850.01,100,1856.19,100,,,,6.18,6.18,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1850.01,1856.19
20200130,AMZN,04:46,04:46:00.000000000,1850.01,100,1856.19,100,,,,04:46:00.000000000,1850.01,100,04:46:00.000000000,1856.19,100,,,,04:46:00.000000000,1850.01,100,04:46:00.000000000,1856.19,100,,,,04:46:59.999999999,1850.01,100,1856.19,100,,,,6.18,6.18,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1850.01,1856.19
20200130,AMZN,04:47,04:47:00.000000000,1850.01,100,1856.19,100,,,,04:47:00.000000000,1850.01,100,04:47:00.000000000,1856.19,100,,,,04:47:00.000000000,1850.01,100,04:47:00.000000000,1856.19,100,,,,04:47:59.999999999,1850.01,100,1856.19,100,,,,6.18,6.18,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1850.01,1856.19
20200130,AMZN,04:48,04:48:00.000000000,1850.01,100,1856.19,100,,,,04:48:00.000000000,1850.01,100,04:48:00.000000000,1856.19,100,,,,04:48:00.000000000,1850.01,100,04:48:00.000000000,1856.19,100,,,,04:48:59.999999999,1850.01,100,1856.19,100,,,,6.18,6.18,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1850.01,1856.19
20200130,AMZN,04:49,04:49:00.000000000,1850.01,100,1856.19,100,04:49:19.034901519,1853.80,4,04:49:00.000000000,1850.01,100,04:49:00.000000000,1856.19,100,04:49:19.034901519,1853.80,4,04:49:00.000000000,1850.01,100,04:49:00.000000000,1856.19,100,04:49:30.448100596,1851.66,1,04:49:59.999999999,1850.01,100,1856.19,100,04:49:53.065591608,1851.66,3,6.18,6.18,,1853.08667,0,0,4,0,8,0,0,12,4,0,,0,5,0,7,0,-1.33333,-0.00216,1850.01,1856.19
20200130,AMZN,04:50,04:50:00.000000000,1850.01,100,1856.19,100,,,,04:50:00.000000000,1850.01,100,04:50:00.000000000,1856.19,100,,,,04:50:00.000000000,1850.01,100,04:50:00.000000000,1856.19,100,,,,04:50:59.999999999,1850.01,100,1856.19,100,,,,6.18,6.18,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1850.01,1856.19
20200130,AMZN,04:51,04:51:00.000000000,1850.01,100,1856.19,100,,,,04:51:00.000000000,1850.01,100,04:51:00.000000000,1856.19,100,,,,04:51:00.000000000,1850.01,100,04:51:47.031460018,1856.00,100,,,,04:51:59.999999999,1850.01,100,1856.19,100,,,,5.99,6.18,,,16,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1850.01,1856.18992
20200130,AMZN,04:52,04:52:00.000000000,1850.01,100,1856.19,100,,,,04:52:00.000000000,1850.01,100,04:52:00.000000000,1856.19,100,,,,04:52:00.000000000,1850.01,100,04:52:46.552463862,1856.00,100,,,,04:52:59.999999999,1850.01,100,1856.19,100,,,,5.99,6.18,,,16,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1850.01,1856.18609
20200130,AMZN,04:53,04:53:00.000000000,1850.01,100,1856.19,100,,,,04:53:15.588863851,1850.02,100,04:53:00.000000000,1856.19,100,,,,04:53:00.000000000,1850.01,100,04:53:17.087025421,1856.00,100,,,,04:53:59.999999999,1850.02,100,1856.19,100,,,,5.98,6.18,,,82,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1850.0174,1856.17336
20200130,AMZN,04:54,04:54:00.000000000,1850.02,100,1856.19,100,,,,04:54:00.000000000,1850.02,100,04:54:00.000000000,1856.19,100,,,,04:54:00.000000000,1850.02,100,04:54:00.000000000,1856.19,100,,,,04:54:59.999999999,1850.02,100,1856.19,100,,,,6.17,6.17,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,1850.02,1856.19
